ni3_Pt2Ni	-7631.360314157915
ni3_PtNi2	-9020.06961034057
pt2Ni_Pt2Ni_v1	-4853.939985903668
pt2Ni_Pt2Ni_v2	-4853.940435909552
pt2Ni_PtNi2_1	-6242.649887953895
pt2Ni_PtNi2_2	-6242.649882303778
pt3Ni3	-6242.652048176766
pt3_Pt2Ni	-3465.231867146073
pt3Pt3	-2076.523928027444
pt3_PtNi2	-4853.941244448815
ptNi2_PtNi2_1	-7631.359831365105
ptNi2_PtNi2_2	-7631.35865397104
